timestamp,pair,mode,family,family_name,score,url,param_atr_period,param_stop_atr_mult,param_reward_ratio,param_max_hold_bars,param_cooldown_bars,param_risk_per_trade_pct,param_rsi_period,param_rsi_oversold,param_rsi_overbought,param_trend_ema_period,return_pct,drawdown_pct,total_orders,sharpe,win_rate_pct,start_equity,end_equity,entries,exit_stop_loss,exit_take_profit,exit_end_of_session,exit_max_hold,train_score,validation_score
2026-03-15T15:50:05,AAPL,train,1,RSI Mean Reversion,7.914000000000001,https://www.quantconnect.com/project/28936477/166e13c325add085b04f0459a7af676d,10,1.0,2.0,72,4,0.25,10,35,75,200,6.759,2.5,198.0,0.385,48.0,10000.0,10675.91,66.0,34.0,32.0,,,,
2026-03-15T15:51:02,AAPL,train,1,RSI Mean Reversion,6.449999999999999,https://www.quantconnect.com/project/28936477/d86f10722c2b9437a2a8773895e2a456,10,1.0,3.0,72,6,0.25,10,35,75,200,5.754,2.3,175.0,0.232,38.0,10000.0,10575.44,58.0,36.0,21.0,,1.0,,
2026-03-15T15:50:59,AAPL,train,1,RSI Mean Reversion,-0.98,https://www.quantconnect.com/project/28936477/0bca2a5fabc04819a7ab3b15b60154ff,10,1.0,3.0,72,4,0.25,20,40,75,200,0.802,2.5,101.0,-0.594,33.0,10000.0,10080.22,33.0,22.0,9.0,,2.0,,
2026-03-15T15:51:19,AAPL,train,1,RSI Mean Reversion,-3.5069999999999997,https://www.quantconnect.com/project/28936477/8c9b4e2f55ab17bccfa47983b02cd6f0,14,1.0,3.0,72,4,0.25,10,25,75,200,-0.051,1.9,57.0,-1.152,26.0,10000.0,9994.87,19.0,14.0,5.0,,,,
2026-03-15T15:53:08,AAPL,train,1,RSI Mean Reversion,10.018999999999998,https://www.quantconnect.com/project/28936477/7ac5077bcdfc241004bd7fc7df518f5a,10,1.0,3.0,20,4,0.25,10,35,75,200,8.447,2.0,203.0,0.524,45.0,10000.0,10844.66,65.0,36.0,21.0,,8.0,,
2026-03-15T15:52:12,AAPL,train,1,RSI Mean Reversion,-10.238999999999999,https://www.quantconnect.com/project/28936477/de8cc5027eda489be6e30338945bc360,10,3.0,2.0,30,10,0.25,20,40,70,100,0.252,0.3,12.0,-3.497,67.0,10000.0,10025.24,3.0,,,,3.0,,
2026-03-15T15:52:41,AAPL,train,1,RSI Mean Reversion,-1000000000,https://www.quantconnect.com/project/28936477/2153b8f69c6cf399564160063b2e41d3,10,1.0,2.0,48,4,0.25,14,25,70,150,-0.258,0.3,3.0,-7.872,0.0,10000.0,9974.17,1.0,1.0,,,,,
2026-03-15T15:54:01,AAPL,validation,1,RSI Mean Reversion,-0.5480000000000005,https://www.quantconnect.com/project/28936477/ce94398a96c4bbb380909576465618fd,10,1.0,3.0,72,4,0.25,10,35,60,200,2.824,4.4,135.0,-1.124,36.0,10000.0,10282.42,45.0,28.0,16.0,,,13.281,
2026-03-15T15:54:19,AAPL,validation,1,RSI Mean Reversion,3.273,https://www.quantconnect.com/project/28936477/c8c609040e1bb6a4125cfe59e8725126,10,1.0,3.0,72,4,0.25,10,35,75,200,5.112,2.6,99.0,-0.613,47.0,10000.0,10511.24,33.0,17.0,15.0,,,12.267,
2026-03-15T15:54:39,AAPL,validation,1,RSI Mean Reversion,2.427,https://www.quantconnect.com/project/28936477/2c9777bca407fc8132b2f423e33de3e8,10,1.0,3.0,20,4,0.25,10,35,75,200,4.662,2.6,102.0,-0.745,50.0,10000.0,10466.23,33.0,16.0,13.0,,3.0,10.018999999999998,
2026-03-15T15:55:34,AAPL,validation,1,RSI Mean Reversion,-7.5680000000000005,https://www.quantconnect.com/project/28936477/152bbfbfdcf8063935c0cf75c66d52a6,10,1.0,3.0,72,4,0.25,10,40,75,200,-1.256,4.2,123.0,-2.104,27.0,10000.0,9874.38,41.0,30.0,11.0,,,9.868,
